idx,feature,value,lab,favorite_pred,retweet_pred,favorite_count,retweet_count,favorite_sign,retweet_sign,favorite_shap_value,retweet_shap_value,text
7,g_h,0.1,"Goals, Home",21.364029071546085,3.8516385674452156,44,6,neg,neg,-0.08194664120674133,-0.07847607880830765,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,hour_x1,1,"1st Order Sin Term, Hour",21.364029071546085,3.8516385674452156,44,6,pos,pos,0.07033635675907135,0.021034415811300278,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,hour_x2,0.06698729810778081,"2nd Order Sin Term, Hour",21.364029071546085,3.8516385674452156,44,6,pos,pos,0.0374179445207119,0.08078226447105408,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,hour_y1,0.2543330950302499,"1st Order Cos Term, Hour",21.364029071546085,3.8516385674452156,44,6,neg,pos,-0.011228875257074833,0.004631196614354849,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,hour_y2,0.06698729810778081,"2nd Order Cos Term, Hour",21.364029071546085,3.8516385674452156,44,6,neutral,neg,0,-0.002120577497407794,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,wday_x1,0,"1st Order Sin Term, Weekday",21.364029071546085,3.8516385674452156,44,6,neg,neg,-0.033475112169981,-0.16774724423885345,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,wday_x2,0.7225209339563147,"2nd Order Sin Term, Weekday",21.364029071546085,3.8516385674452156,44,6,neg,pos,-0.02170257829129696,0.06066751852631569,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,wday_y1,0.3568958678922094,"1st Order Cos Term, Weekday",21.364029071546085,3.8516385674452156,44,6,neg,pos,-0.006685868836939335,0.014790401794016361,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,wday_y2,0.7225209339563147,"2nd Order Cos Term, Weekday",21.364029071546085,3.8516385674452156,44,6,neutral,pos,0,0.002122736070305109,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,xg_a,0.19499105545617176,"xG, Away",21.364029071546085,3.8516385674452156,44,6,neg,neg,-0.1514839082956314,-0.14770925045013428,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
7,xg_h,0.1617873651771957,"xG, Home",21.364029071546085,3.8516385674452156,44,6,neg,pos,-0.12612350285053253,0.007032885681837797,Lyon (1.07) 1-0 (1.09) Juventus ⭐️
8,estimated_followers_count,0.05513481454445914,xGPhilopher's # of Followers,31.818599319634124,0.34358826683136745,14,0,neg,neg,-2.784527063369751,-2.3829305171966553,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,estimated_followers_count_a,,"Twitter Account Followers, Away",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.30597710609436035,-0.44642749428749084,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,estimated_followers_count_h,0.45015798217755376,"Twitter Account Followers, Home",31.818599319634124,0.34358826683136745,14,0,pos,pos,0.292499303817749,0.22211085259914398,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,g_a,0.25,"Goals, Away",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.004383366089314222,-0.05417782813310623,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,g_h,0.1,"Goals, Home",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.02772078663110733,-0.04379928857088089,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,hour_x1,0.39719767662021543,"1st Order Sin Term, Hour",31.818599319634124,0.34358826683136745,14,0,pos,pos,0.0450218990445137,0.0925910547375679,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,hour_x2,0.24999999999999928,"2nd Order Sin Term, Hour",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.0012642387300729752,-0.04036850109696388,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,hour_y1,1,"1st Order Cos Term, Hour",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.013348845764994621,-0.05023840442299843,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,hour_y2,0.24999999999999928,"2nd Order Cos Term, Hour",31.818599319634124,0.34358826683136745,14,0,neutral,neg,0,-0.019125213846564293,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,wday_x1,0,"1st Order Sin Term, Weekday",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.015205643139779568,-0.07488738000392914,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,wday_x2,0.7225209339563147,"2nd Order Sin Term, Weekday",31.818599319634124,0.34358826683136745,14,0,neg,pos,-0.01826106198132038,0.03084879368543625,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,wday_y1,0.3568958678922094,"1st Order Cos Term, Weekday",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.005695130676031113,-0.015636490657925606,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,wday_y2,0.7225209339563147,"2nd Order Cos Term, Weekday",31.818599319634124,0.34358826683136745,14,0,neutral,neg,0,-0.01003987342119217,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,xg_a,0.26833631484794274,"xG, Away",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.143943190574646,-0.18364651501178741,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
8,xg_h,0.33436055469953774,"xG, Home",31.818599319634124,0.34358826683136745,14,0,neg,neg,-0.00584115507081151,-0.1876298189163208,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos
9,estimated_followers_count,0.055967425521237284,xGPhilopher's # of Followers,18.115491082536128,0.37513654341619396,23,0,neg,neg,-2.850186586380005,-1.9493434429168701,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,estimated_followers_count_a,0.042296849485701345,"Twitter Account Followers, Away",18.115491082536128,0.37513654341619396,23,0,neg,neg,-0.21800829470157623,-0.3830054998397827,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,estimated_followers_count_h,0.013579417517542498,"Twitter Account Followers, Home",18.115491082536128,0.37513654341619396,23,0,neg,neg,-0.19062964618206024,-0.40754106640815735,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,g_a,0,"Goals, Away",18.115491082536128,0.37513654341619396,23,0,neg,pos,-0.028617898002266884,0.03555593639612198,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,g_h,0.1,"Goals, Home",18.115491082536128,0.37513654341619396,23,0,neg,neg,-0.08748669922351837,-0.09319978952407837,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,hour_x1,0.15696100289923332,"1st Order Sin Term, Hour",18.115491082536128,0.37513654341619396,23,0,pos,pos,0.03802060708403587,0.054660554975271225,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,hour_x2,0,"2nd Order Sin Term, Hour",18.115491082536128,0.37513654341619396,23,0,pos,pos,0.06383776664733887,0.06642529368400574,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,hour_y1,0.8683475024126042,"1st Order Cos Term, Hour",18.115491082536128,0.37513654341619396,23,0,neg,pos,-0.001119718886911869,3.436181868892163e-4,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,hour_y2,0,"2nd Order Cos Term, Hour",18.115491082536128,0.37513654341619396,23,0,neutral,pos,0,0.028735429048538208,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,wday_x1,0.09903113209758078,"1st Order Sin Term, Weekday",18.115491082536128,0.37513654341619396,23,0,neg,neg,-0.03991394117474556,-0.18660208582878113,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,wday_x2,0,"2nd Order Sin Term, Weekday",18.115491082536128,0.37513654341619396,23,0,pos,neg,0.01259011309593916,-0.056685056537389755,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
9,wday_y1,0.8019377358048382,"1st Order Cos Term, Weekday",18.115491082536128,0.37513654341619396,23,0,pos,pos,0.010127518326044083,0.024481965228915215,Norwich (0.57) 1-0 (1.44) Leicester ⭐️
